archive	path	shape	source	rebuilt	lost
Skyrim - Meshes0.bsa	meshes/architecture/riften/rtmeadery02.nif	RTMeadery02:17	109	99	10
Skyrim - Meshes0.bsa	meshes/architecture/riften/rttempleplazal01.nif	RTTemplePlazaL01:20	781	771	10
Skyrim - Meshes0.bsa	meshes/architecture/riften/rttempleplazal01.nif	RTTemplePlazaL01:17	391	381	10
Skyrim - Meshes0.bsa	meshes/architecture/riften/rttempleplazawalll01.nif	RTTemplePlazaWallL01:20	430	420	10
Skyrim - Meshes0.bsa	meshes/architecture/riften/rtwarehouse01.nif	RTWarehouse01:2	428	418	10
Skyrim - Meshes0.bsa	meshes/architecture/skyhaventemple/skyhavenpillartest.nif	SkyHavenWallTest03:2	78	68	10
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/slgccolsol01.nif	SLgCColSol01:20	216	206	10
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/slgccolsol02.nif	SLgCColSol02:20	288	278	10
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/slgcconspacer01.nif	SLgCConSpacer01:4	36	26	10
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/slgcconspacer02.nif	SLgCConSpacer02:4	36	26	10
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/slgcdome01.nif	_S:2	254	244	10
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/slgcstaspiral01.nif	new step 01	869	859	10
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/slgcstaspiral01.nif	top metal railing	3090	3080	10
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/slgftracon02.nif	SLgFTraCon02:5	108	98	10
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/slgftracor01.nif	SLgFTraCor01:26	190	180	10
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/slggtracon02.nif	SLgGTraCon02:25	76	66	10
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/slggwalsec03.nif	SLgGWalSec03:26	350	340	10
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/slggwalthi01.nif	SLgGWalThi01:31	148	138	10
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdastasol01.nif	SMdCWallInt04:1	164	154	10
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdastasol01.nif	d04:2	60	50	10
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdastasol02.nif	SMdCWallInt06:2	157	147	10
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdastasol02.nif	d06:2	60	50	10
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdastasol02b.nif	SMdCWallInt24:2	157	147	10
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdastasol02b.nif	d08:2	60	50	10
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdastasol03.nif	the new landing01:1	24	14	10
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdastasol03.nif	the new landing01:1	24	14	10
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdbcolcor01.nif	SMdBColCor01:2	1172	1162	10
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdbcorcon02.nif	SMdBCorCon02:4	50	40	10
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdcwinsol02.nif	SMdCWinSol02:2	224	214	10
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdcwinsol03.nif	SMdCWinSol03:18	38	28	10
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdebalsol01.nif	SMdEBalSol01:11	170	160	10
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smderofcon02.nif	SMdERofCon02:11	425	415	10
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdestasol01.nif	2:13	284	274	10
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdestasol02.nif	SMdEStaSol02:16	500	490	10
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdestasol03.nif	SMdEStaSol03:11	89	79	10
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdestasol05.nif	08:13	379	369	10
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdfarchentranceautoload.nif	SMdFArchEntranceAutoload:5	140	130	10
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdfentsol02.nif	SMdFEntSol02:7	176	166	10
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smedatomedb.nif	SMedAtoMedB:4	26	16	10
Skyrim - Meshes0.bsa	meshes/architecture/solitude/sbluepalaceentrance.nif	BluePalaceEntranceMesh:29	188	178	10
Skyrim - Meshes0.bsa	meshes/architecture/solitude/sbluepalaceentrance.nif	BluePalaceEntranceMesh:13	164	154	10
Skyrim - Meshes0.bsa	meshes/architecture/solitude/scastle.nif	Entrance City:20	1041	1031	10
Skyrim - Meshes0.bsa	meshes/architecture/solitude/scastle.nif	Stairs:21	2858	2848	10
Skyrim - Meshes0.bsa	meshes/architecture/solitude/seastempireco.nif	Stepsss01:20	18	8	10
Skyrim - Meshes0.bsa	meshes/architecture/solitude/shouseforsale.nif	SHouseForSaleMesh:7	4453	4443	10
Skyrim - Meshes0.bsa	meshes/architecture/solitude/smaingate.nif	GATE TOWER02:20	586	576	10
Skyrim - Meshes0.bsa	meshes/architecture/solitude/spatiowall45.nif	SPatioWall45:7	1298	1288	10
Skyrim - Meshes0.bsa	meshes/architecture/solitude/swell.nif	SWell:21	216	206	10
Skyrim - Meshes0.bsa	meshes/architecture/solitude/swellcastle01.nif	SWell02:21	216	206	10
Skyrim - Meshes0.bsa	meshes/architecture/solitude/swelldestroyed.nif	SWell:21	216	206	10
Skyrim - Meshes0.bsa	meshes/architecture/solitude/swindmill.nif	spikes:7	178	168	10
Skyrim - Meshes0.bsa	meshes/architecture/sovengarde/sovngardeinterior/sovintplatformstr01.nif	SOVintPlatformStr01:17	211	201	10
Skyrim - Meshes0.bsa	meshes/architecture/sovengarde/sovngardeinterior/sovintplatformstr01half.nif	SOVintPlatformStr01Half:17	211	201	10
Skyrim - Meshes0.bsa	meshes/architecture/sovengarde/sovngardeinterior/sovintplatformstr01noshading.nif	SOVintPlatformStr01NoShading:17	211	201	10
Skyrim - Meshes0.bsa	meshes/architecture/sovengarde/sovngardeinterior/sovintstairsfree02.nif	SOVintStairsFree02:17	89	79	10
Skyrim - Meshes0.bsa	meshes/architecture/sovengarde/sovngardeinterior/sovspit01.nif	Gears01:2	983	973	10
Skyrim - Meshes0.bsa	meshes/architecture/sovengarde/sovngardeinterior/sovspit01.nif	Gears02:2	983	973	10
Skyrim - Meshes0.bsa	meshes/architecture/sovengarde/sovngardeinterior/sovtableendr.nif	SOVtableEndR:17	648	638	10
Skyrim - Meshes0.bsa	meshes/architecture/sovengarde/sovrockterracemainstairs01.nif	SovRockTerraceMainStairs01:0	1750	1740	10
Skyrim - Meshes0.bsa	meshes/architecture/sovengarde/sovstairspiecestr01.nif	SOVStairsPieceStr01:0	663	653	10
Skyrim - Meshes0.bsa	meshes/architecture/whiterun/wrbuildings/wrcastlewoodtower01.nif	WRCastleWoodTower01:10	366	356	10
Skyrim - Meshes0.bsa	meshes/architecture/whiterun/wrbuildings/wrhouse02.nif	WRHouse02:5	833	823	10
Skyrim - Meshes0.bsa	meshes/architecture/whiterun/wrbuildings/wrhousestores02lod.nif	WRHouseStores02LOD:0	624	614	10
Skyrim - Meshes0.bsa	meshes/architecture/whiterun/wrcitywalls/wrwallmaingate01.nif	L2_GateParts:2	532	522	10
Skyrim - Meshes0.bsa	meshes/architecture/whiterun/wrcitywalls/wrwallmaingatehouse01.nif	WRWallMainGateHouse01:2	274	264	10
Skyrim - Meshes0.bsa	meshes/architecture/whiterun/wrclutter/wrmarketdisplayshelf02.nif	WRMarketDisplayShelf02:10	148	138	10
Skyrim - Meshes0.bsa	meshes/architecture/whiterun/wrinteriors/wrcastle/wrintcastlewallstrchimney01.nif	WRIntCastleWallStrChimney01:5	30	20	10
Skyrim - Meshes0.bsa	meshes/architecture/whiterun/wrinteriors/wrcastle/wrintcastlewallststr01.nif	WRIntCastleWallStStr01:31	275	265	10
Skyrim - Meshes0.bsa	meshes/architecture/whiterun/wrinteriors/wrcastle/wrintcastlewallststrplat.nif	WRIntCastleWallStStrPlat:55	57	47	10
Skyrim - Meshes0.bsa	meshes/architecture/whiterun/wrinteriors/wrcastle/wrintdragonroomrib01ent.nif	WRIntDragonRoomRib01Ent:55	344	334	10
Skyrim - Meshes0.bsa	meshes/architecture/whiterun/wrinteriors/wrdungeon/wrdunintcordoublehighl.nif	WRDunIntCorDoubleHighL:42	407	397	10
Skyrim - Meshes0.bsa	meshes/architecture/whiterun/wrinteriors/wrdungeon/wrdunintmeaderyfloorfirestr01.nif	WRDunIntMeaderyFloorFireStr01:31	64	54	10
Skyrim - Meshes0.bsa	meshes/architecture/whiterun/wrinteriors/wrdungeon/wrdunintmeaderyfloorfirestr02.nif	WRDunIntMeaderyFloorFireStr02:31	34	24	10
Skyrim - Meshes0.bsa	meshes/architecture/whiterun/wrinteriors/wrdungeon/wrintwallhallofdeadroof01tran.nif	WRIntWallHallofDeadRoof01Tran:38	91	81	10
Skyrim - Meshes0.bsa	meshes/architecture/whiterun/wrinteriors/wrintfloordirtcoratran02.nif	WRIntFloorDirtCorATran02:10	44	34	10
Skyrim - Meshes0.bsa	meshes/architecture/whiterun/wrinteriors/wrintfloordirtfirealcove02.nif	WRIntFloorDirtFireAlcove02:38	478	468	10
Skyrim - Meshes0.bsa	meshes/architecture/whiterun/wrinteriors/wrintfreewallstrdoor01.nif	WRIntFreeWallStrDoor01:38	156	146	10
Skyrim - Meshes0.bsa	meshes/architecture/whiterun/wrinteriors/wrintfreewallstrdoor01low.nif	WRIntFreeWallStrDoor01Low:2	156	146	10
Skyrim - Meshes0.bsa	meshes/architecture/whiterun/wrinteriors/wrintloftwalldivider01.nif	WRIntLoftWallDivider01:34	26	16	10
Skyrim - Meshes0.bsa	meshes/architecture/whiterun/wrinteriors/wrintloftwallstr01.nif	WRIntLoftWallStr01:34	26	16	10
Skyrim - Meshes0.bsa	meshes/architecture/whiterun/wrinteriors/wrintroofgreymanecustom01.nif	WRIntRoofGreyManeCustom01:39	1012	1002	10
Skyrim - Meshes0.bsa	meshes/architecture/whiterun/wrinteriors/wrintwallcorwinl.nif	WRIntWallCorWinL:1	53	43	10
Skyrim - Meshes0.bsa	meshes/architecture/whiterun/wrinteriors/wrjorvaskr/wrintchroofslope01l.nif	WRIntCHRoofSlope01L:54	647	637	10
Skyrim - Meshes0.bsa	meshes/architecture/whiterun/wrinteriors/wrjorvaskr/wrintchstrslopel.nif	WRIntCHStrSlopeL:54	224	214	10
Skyrim - Meshes0.bsa	meshes/architecture/whiterun/wrinteriors/wrshackinterior/wrshintbeamsupport01.nif	WRShIntBeamSupport01:38	280	270	10
Skyrim - Meshes0.bsa	meshes/architecture/whiterun/wrinteriors/wrshackinterior/wrshintcor01openl.nif	WRShIntCor01OpenL:38	136	126	10
Skyrim - Meshes0.bsa	meshes/architecture/whiterun/wrinteriors/wrshackinterior/wrshintroofcorl.nif	WRShIntRoofCorL:38	434	424	10
Skyrim - Meshes0.bsa	meshes/architecture/whiterun/wrinteriors/wrshackinterior/wrshintstr01.nif	WRShIntStr01:28	327	317	10
Skyrim - Meshes0.bsa	meshes/architecture/whiterun/wrinteriors/wrtemple/wrtempintstr01.nif	WRTempIntStr01:42	40	30	10
Skyrim - Meshes0.bsa	meshes/architecture/whiterun/wrscaffold/wrscafguardtower02.nif	WRScafGuardTower02:2	836	826	10
Skyrim - Meshes0.bsa	meshes/architecture/whiterun/wrscaffold/wrscafguardtowerlarge01.nif	WRScafGuardTowerLarge01:13	390	380	10
Skyrim - Meshes0.bsa	meshes/architecture/whiterun/wrscaffold/wrscaframp01.nif	WRScafRamp01:2	262	252	10
Skyrim - Meshes0.bsa	meshes/architecture/whiterun/wrterrain/wrblacksmithbase.nif	WRBlackSmithBase:27	274	264	10
Skyrim - Meshes0.bsa	meshes/architecture/whiterun/wrterrain/wrpondwallcor01.nif	WRPondWallCor01:48	160	150	10
Skyrim - Meshes0.bsa	meshes/architecture/windhelm/interiorkits/castle/whintcastlehallarch05.nif	WHIntCastleHallArch05:40	197	187	10
Skyrim - Meshes0.bsa	meshes/architecture/windhelm/interiorkits/gray quarter/whintwoodbackwalldoorgq01.nif	WHIntWoodBackWallDoorGQ01:64	398	388	10
Skyrim - Meshes0.bsa	meshes/architecture/windhelm/interiorkits/whinttemple01.nif	WHIntTemple01:6	180	170	10
Skyrim - Meshes0.bsa	meshes/architecture/windhelm/interiorkits/wood/whintbasebldgsecondstraight04.nif	WHIntBaseBldgSecondStraight04:40	148	138	10
Skyrim - Meshes0.bsa	meshes/architecture/windhelm/interiorkits/wood/whintwoodbackwalldoor01.nif	WHIntWoodBackWallDoor01:64	398	388	10
Skyrim - Meshes0.bsa	meshes/architecture/windhelm/tempassets/tempmarket.nif	tempmarket:18	641	631	10
Skyrim - Meshes0.bsa	meshes/architecture/windhelm/tempassets/tempwindhelmdocks.nif	WHoutin02:1	7117	7107	10
Skyrim - Meshes0.bsa	meshes/architecture/windhelm/tempassets/tempwindtempletalos.nif	tempwindtempletalos:34	168	158	10
Skyrim - Meshes0.bsa	meshes/architecture/windhelm/tempassets/testhousevolume2.nif	testhousevolume2:17	276	266	10
Skyrim - Meshes0.bsa	meshes/architecture/windhelm/tempassets/testhousevolume2.nif	testhousevolume2:15	1538	1528	10
Skyrim - Meshes0.bsa	meshes/architecture/windhelm/tempassets/testwhrow.nif	upper rampart:6	63	53	10
Skyrim - Meshes0.bsa	meshes/architecture/windhelm/tempassets/whgrayquarter.nif	Object237:38	565	555	10
Skyrim - Meshes0.bsa	meshes/architecture/windhelm/tempassets/whgrayquarter.nif	grayhouse2:37	944	934	10
Skyrim - Meshes0.bsa	meshes/architecture/windhelm/tempassets/whgrayquarter.nif	gqwall4:37	909	899	10
Skyrim - Meshes0.bsa	meshes/architecture/windhelm/tempassets/windhelmtempvmansion03.nif	windhelmtempvmansion03:16	194	184	10
Skyrim - Meshes0.bsa	meshes/architecture/windhelm/tempassets/windhelmtempvmansion1.nif	L2_windhelmtempvmansion1:17	202	192	10
Skyrim - Meshes0.bsa	meshes/architecture/windhelm/wharena01.nif	Object568	46	36	10
Skyrim - Meshes0.bsa	meshes/architecture/windhelm/wharenaext.nif	Object796	46	36	10
Skyrim - Meshes0.bsa	meshes/architecture/windhelm/wharetino.nif	L2_details:3	574	564	10
Skyrim - Meshes0.bsa	meshes/architecture/windhelm/whbrunwulf.nif	WHBrunwulf:19	489	479	10
Skyrim - Meshes0.bsa	meshes/architecture/windhelm/whclanshattershield.nif	WHCLanshattershield:17	202	192	10
Skyrim - Meshes0.bsa	meshes/architecture/windhelm/whgrayquarter01.nif	grayhouse04:37	944	934	10
Skyrim - Meshes0.bsa	meshes/architecture/windhelm/whgrayquarter02.nif	grayhouse06:37	944	934	10
Skyrim - Meshes0.bsa	meshes/architecture/windhelm/whgrayquarter03.nif	gqwall21:37	909	899	10
Skyrim - Meshes0.bsa	meshes/architecture/windhelm/whgrayquarter04.nif	Object240:38	565	555	10
Skyrim - Meshes0.bsa	meshes/architecture/windhelm/whinnerouterwall3.nif	WHInnerouterwall3:1	1421	1411	10
Skyrim - Meshes0.bsa	meshes/architecture/windhelm/whmarket03.nif	WHmarket03:11	78	68	10
Skyrim - Meshes0.bsa	meshes/architecture/windhelm/whmarket04.nif	WHmarket04:1	501	491	10
Skyrim - Meshes0.bsa	meshes/architecture/windhelm/whpalace4.nif	WHpalace4:50	1070	1060	10
Skyrim - Meshes0.bsa	meshes/architecture/windhelm/whstonequarter.nif	upper rampart:6	63	53	10
Skyrim - Meshes0.bsa	meshes/architecture/windhelm/whstonequarterhouses01.nif	WHstonequarterhouses01:17	276	266	10
Skyrim - Meshes0.bsa	meshes/architecture/windhelm/whtempletalos.nif	WHtempletalos:34	168	158	10
Skyrim - Meshes0.bsa	meshes/clutter/civilwar/civilwarrubble03wr.nif	CivilWarRubble03WR:2	134	124	10
Skyrim - Meshes0.bsa	meshes/clutter/common/commoncounterhanger01.nif	CommonCounterHanger01:1	896	886	10
Skyrim - Meshes0.bsa	meshes/clutter/common/commontablesquare01.nif	CommonTableSquare01:0	646	636	10
Skyrim - Meshes0.bsa	meshes/clutter/gemstones/sapphireflawed.nif	SapphireBottom	252	242	10
Skyrim - Meshes0.bsa	meshes/clutter/gemstones/sapphireflawed.nif	SapphireTop01:0	258	248	10
Skyrim - Meshes0.bsa	meshes/clutter/lumbermill/lumbermillsaw01/lumbermillsaw01.nif	Gear:9	574	564	10
Skyrim - Meshes0.bsa	meshes/clutter/magicconduit/fxmagicconduitstream.nif	C_MagConduit01	37	27	10
Skyrim - Meshes0.bsa	meshes/clutter/modelship/modelship01.nif	ModelShip01:30	745	735	10
Skyrim - Meshes0.bsa	meshes/clutter/ruins/ruinssarcophagusvert02.nif	SarcophagusVert02:5	297	287	10
Skyrim - Meshes0.bsa	meshes/clutter/ruins/ruinwallsconce01.nif	WallSconceFinal:6	931	921	10
Skyrim - Meshes0.bsa	meshes/clutter/ruins/ruinwallsconce01skirt.nif	WallSconceFinal01:6	924	914	10
Skyrim - Meshes0.bsa	meshes/clutter/signage/riften/signrtblackbriarmeadery01.nif	SignRTBlackBriarMeadery01:2	186	176	10
Skyrim - Meshes0.bsa	meshes/clutter/signage/riften/signrtfishery01.nif	SignRTFishery01:2	186	176	10
Skyrim - Meshes0.bsa	meshes/clutter/signage/riften/signrtraggedflagon01.nif	SignRTRaggedFlagon01:2	186	176	10
Skyrim - Meshes0.bsa	meshes/clutter/soulgem/soulgemholder01.nif	SoulGemHolder:0	1572	1562	10
Skyrim - Meshes0.bsa	meshes/clutter/upperclass/upperbench02.nif	UpperBench02:3	600	590	10
Skyrim - Meshes0.bsa	meshes/clutter/upperclass/upperdresser01.nif	UpperDresser01:3	1275	1265	10
Skyrim - Meshes0.bsa	meshes/dlc01/architecture/dlc1house/fishhatchery/byohfisherybuoy03.nif	BYOHFisheryBuoy03:1	254	244	10
Skyrim - Meshes0.bsa	meshes/dlc01/architecture/snowelfruins/dlc01sebf_blastroof.nif	Box03_frag_13:1	551	541	10
Skyrim - Meshes0.bsa	meshes/dlc01/architecture/snowelfruins/dlc01sebf_blastroof.nif	Box03_frag_07:0	521	511	10
Skyrim - Meshes0.bsa	meshes/dlc01/architecture/snowelfruins/dlc01sebf_blastroof.nif	Box03_frag_37:1	451	441	10
Skyrim - Meshes0.bsa	meshes/dlc01/architecture/snowelfruins/dlc01sebf_blastroof.nif	Object09_frag_09:0	84	74	10
Skyrim - Meshes0.bsa	meshes/dlc01/architecture/snowelfruins/dlc01sebf_holedrop01.nif	Plane06_frag_06:1	23	13	10
Skyrim - Meshes0.bsa	meshes/dlc01/architecture/snowelfruins/dlc01sebf_room.nif	Plane15:31	1532	1522	10
Skyrim - Meshes0.bsa	meshes/dlc01/architecture/snowelfruins/dlc01sebf_room.nif	Plane15:25	857	847	10
Skyrim - Meshes0.bsa	meshes/dlc01/architecture/snowelfruins/interior/seruinsfloorraised03a.nif	SERuinsFloorRaised03A:11	528	518	10
Skyrim - Meshes0.bsa	meshes/dlc01/architecture/snowelfruins/seruinstempledeck01.nif	UpperRailing:5	1906	1896	10
Skyrim - Meshes0.bsa	meshes/dlc01/architecture/snowelfruins/seruinswaygateplatform01.nif	SERuinsWaygatePlatform01:5	402	392	10
Skyrim - Meshes0.bsa	meshes/dlc01/clutter/coffinpuzzlecoffin/coffinpuzzlecoffin.nif	CoffinBase01:3	1863	1853	10
Skyrim - Meshes0.bsa	meshes/dlc01/clutter/dlc01bonemealbowlfull.nif	DLC01BoneMealBowlFull:0	30	20	10
Skyrim - Meshes0.bsa	meshes/dlc01/clutter/dlc01soulgembowlempty.nif	DLC01SoulGemBowlEmpty:0	494	484	10
Skyrim - Meshes0.bsa	meshes/dlc01/clutter/dlc01voidsaltbowlfull.nif	DLC01VoidSaltBowlFull01:0	30	20	10
Skyrim - Meshes0.bsa	meshes/dlc01/clutter/vampireclutter/silverjugblood01.nif	Blood01	206	196	10
Skyrim - Meshes0.bsa	meshes/dlc01/dungeons/castle/animated/cascoffinpuzzle/cascoffinpuzzle01.nif	AltarDoor01:10	174	164	10
Skyrim - Meshes0.bsa	meshes/dlc01/dungeons/castle/exterior/casextmaintowercourtyard01.nif	CasExtMainTowerCourtyard01:10	6132	6122	10
Skyrim - Meshes0.bsa	meshes/dlc01/dungeons/castle/lghalls/caslghall2way01.nif	CasLgHall2way01:2	1528	1518	10
Skyrim - Meshes0.bsa	meshes/dlc01/prototype/tempsnowelfhouse.nif	Box05_frag_23:0	142	132	10
Skyrim - Meshes0.bsa	meshes/dlc01/soulcairn/sc_boneyardentrance.nif	Object68:6	36	26	10
Skyrim - Meshes0.bsa	meshes/dlc01/soulcairn/sc_chest02.nif	scChestTop02:0	530	520	10
Skyrim - Meshes0.bsa	meshes/dlc01/soulcairn/sc_mausoleumplatformcap01.nif	sc_mausoleumplatformCap01:6	180	170	10
Skyrim - Meshes0.bsa	meshes/dlc02/architecture/ravenrock/dlc2ravenrockbuildingtemp02.nif	Object24:9	304	294	10
Skyrim - Meshes0.bsa	meshes/dlc02/architecture/ravenrock/dlc2smelter.nif	NPC R Finger41 [RF41]:0	34	24	10
Skyrim - Meshes0.bsa	meshes/dlc02/architecture/ravenrock/dlc2smelter.nif	NPC R Finger42 [RF42]:0	34	24	10
Skyrim - Meshes0.bsa	meshes/dlc02/architecture/ravenrock/redoran/redoranadoor01.nif	LDoor:6	506	496	10
Skyrim - Meshes0.bsa	meshes/dlc02/architecture/ravenrock/redoran/redoranldoor01.nif	LDoor:6	282	272	10
Skyrim - Meshes0.bsa	meshes/dlc02/architecture/ravenrock/rrbuildingint02.nif	AlphaTrim	90	80	10
Skyrim - Meshes0.bsa	meshes/dlc02/architecture/skaalvillage/dlc2skaalvilgreathall01.nif	DLC2SkaalVilGreathall01:1	4300	4290	10
Skyrim - Meshes0.bsa	meshes/dlc02/architecture/skaalvillage/dlc2skaalvilshack02.nif	DLC2SkaalVilShack02:2	1856	1846	10
Skyrim - Meshes0.bsa	meshes/dlc02/architecture/skaalvillage/dlc2skaalvilshack02alt.nif	DLC2SkaalVilShack02alt:2	1856	1846	10
Skyrim - Meshes0.bsa	meshes/dlc02/architecture/skaalvillage/dlc2svintstr01.nif	DLC2SVIntStr01:28	327	317	10
Skyrim - Meshes0.bsa	meshes/dlc02/architecture/skaalvillage/dlc2svshintroofcorl.nif	DLC2SVShIntRoofCorL:38	434	424	10
Skyrim - Meshes0.bsa	meshes/dlc02/architecture/thirsk/meadhall/dlc2thirskmeadhallinterior01.nif	DLC2ThirskMeadHallInterior01:68	2092	2082	10
Skyrim - Meshes0.bsa	meshes/dlc02/clutter/dlc2controlcube.nif	Gear04:2	251	241	10
Skyrim - Meshes0.bsa	meshes/dlc02/clutter/dlc2controlcube.nif	Gear02:2	253	243	10
Skyrim - Meshes0.bsa	meshes/dlc02/clutter/dlc2controlcubeinv.nif	Gear04:2	251	241	10
Skyrim - Meshes0.bsa	meshes/dlc02/dungeons/apocrypha/exterior/apotempletowertop01.nif	ApoTempleTowerTop01:7	2376	2366	10
Skyrim - Meshes0.bsa	meshes/dlc02/dungeons/apocrypha/platform/apoplatacorout01.nif	ApoPlatACorOut01:0	18	8	10
Skyrim - Meshes0.bsa	meshes/dlc02/dungeons/dwemer/animated/dlc2dwecontrolcube/dlc2dwecontrolcube.nif	Gear04:1	251	241	10
Skyrim - Meshes0.bsa	meshes/dlc02/dungeons/dwemer/facades/dlc2dwefacadetowerarch1x4hall.nif	DLC2DweFacadeTowerArch1x4Hall:42	1112	1102	10
Skyrim - Meshes0.bsa	meshes/dlc02/dungeons/dwemer/facades/dlc2dwefacadetowerspacer01.nif	DLC2DweFacadeTowerSpacer01:43	328	318	10
Skyrim - Meshes0.bsa	meshes/dlc02/dungeons/dwemer/lghalls/dlc2dwehalllg3way01.nif	DLC2DweHallLg3way01:2	2691	2681	10
Skyrim - Meshes0.bsa	meshes/dungeons/caves/ice/smallroom/caveiroomcorner01.nif	CaveIRoomCorner01:3	867	857	10
Skyrim - Meshes0.bsa	meshes/dungeons/caves/ice/smallroom/caveiroomcorner02.nif	CaveIRoomCorner02:3	873	863	10
Skyrim - Meshes0.bsa	meshes/dungeons/dwemer/animated/astrolabe/armillary/dweastrolabearmillary01.nif	ArmillarySphere02:10	16677	16667	10
Skyrim - Meshes0.bsa	meshes/dungeons/dwemer/bghalls/dwehallbg3way01.nif	DweHallBg3way01:2	1590	1580	10
Skyrim - Meshes0.bsa	meshes/dungeons/dwemer/clutter/dwecivwarwall01.nif	DweCivWarWall01:1	286	276	10
Skyrim - Meshes0.bsa	meshes/dungeons/dwemer/clutter/dwefarm02ext.nif	DweFarm02Ext:7	427	417	10
Skyrim - Meshes0.bsa	meshes/dungeons/dwemer/clutter/dwefarm02int.nif	DweFarm02Int:11	311	301	10
Skyrim - Meshes0.bsa	meshes/dungeons/dwemer/clutter/mrkcryptcoffin01.nif	MrkCryptCoffin01:11	104	94	10
Skyrim - Meshes0.bsa	meshes/dungeons/dwemer/clutter/mrkcryptcoffin01container.nif	MrkCryptCoffin01:11	104	94	10
Skyrim - Meshes0.bsa	meshes/dungeons/dwemer/clutter/mrkcryptdouble01.nif	MrkCryptDouble01:25	1048	1038	10
Skyrim - Meshes0.bsa	meshes/dungeons/dwemer/lghalls/dwehalllg3way01.nif	DweHallLg3way01:2	2691	2681	10
Skyrim - Meshes0.bsa	meshes/dungeons/imperial/door/impwooddoorsingleload01.nif	FortRuinsDoorWall01:5	81	71	10
Skyrim - Meshes0.bsa	meshes/dungeons/imperial/door/trapdoorladder01.nif	TrapdoorLadder01:5	1204	1194	10
Skyrim - Meshes0.bsa	meshes/dungeons/imperial/exteriorice/impexticetowershellstairs02.nif	ImpExtIceTowerShellStairs02:15	500	490	10
Skyrim - Meshes0.bsa	meshes/dungeons/imperial/jail/impjailpole01.nif	ImpJailPole01:23	97	87	10
Skyrim - Meshes0.bsa	meshes/dungeons/imperial/largehall/implhall4way01.nif	AlphaMoss42:5	743	733	10
