archive	path	shape	source	rebuilt	lost
Skyrim - Meshes1.bsa	meshes/furniture/prisonercarriage/prisonercarriagefurniture01.nif	PrisonerCarriage:2	2963	2951	12
Skyrim - Meshes1.bsa	meshes/landscape/dirtcliffs/dirtcliffs01.nif	L2_Roots:4	530	518	12
Skyrim - Meshes1.bsa	meshes/landscape/dirtcliffs/dirtcliffs01moss.nif	L2_Roots02:4	530	518	12
Skyrim - Meshes1.bsa	meshes/lod/imperial/impextbldgicorner04_lod.nif	ImpExtBldgICorner04_LOD:20	134	122	12
Skyrim - Meshes1.bsa	meshes/lod/imperialice/impexticebldgicorner04_lod.nif	ImpExtIceBldgICorner04_LOD:20	134	122	12
Skyrim - Meshes1.bsa	meshes/lod/imperialice/impexticetowershellstairs02_lod.nif	ImpExtIceTowerShellStairs02_LOD:20	525	513	12
Skyrim - Meshes1.bsa	meshes/lod/markarth/mrkcastlelod_lod.nif	MrkCastleLOD_LOD:2	601	589	12
Skyrim - Meshes1.bsa	meshes/lod/markarth/mrkcrag01lod_lod.nif	MrkCrag01LOD_LOD:0	488	476	12
Skyrim - Meshes1.bsa	meshes/lod/markarth/mrkfrontwallmain02ext_lod.nif	MrkFrontWallMain02Ext_LOD:1	977	965	12
Skyrim - Meshes1.bsa	meshes/lod/ships/shiplarge01_lod.nif	ShipLarge01_LOD:30	594	582	12
Skyrim - Meshes1.bsa	meshes/magic/blizzardcastbodyfx.nif	Flash04:0	46	34	12
Skyrim - Meshes1.bsa	meshes/traps/caltrops/caltrops.nif	Caltrop05:3	254	242	12
Skyrim - Meshes1.bsa	meshes/traps/caltrops/caltrops.nif	Caltrop04:3	254	242	12
Skyrim - Meshes1.bsa	meshes/traps/caltrops/caltrops.nif	Caltrop03:3	254	242	12
Skyrim - Meshes1.bsa	meshes/traps/caltrops/caltrops.nif	Caltrop02:3	254	242	12
Skyrim - Meshes1.bsa	meshes/traps/caltrops/caltrops.nif	Caltrop01:3	254	242	12
Skyrim - Meshes1.bsa	meshes/traps/pedestaltrap/trapnorpedestal01.nif	Pedestal01:4	1390	1378	12
Skyrim - Meshes1.bsa	meshes/_byoh/architecture/byohhouse/interface/byohinterfacenobletableroundchairs01.nif	Chairs02	1262	1251	11
Skyrim - Meshes1.bsa	meshes/_byoh/architecture/byohhouse/interface/byohinterfaceshrinebase01.nif	BYOHinterfaceShrineBase01:3	205	194	11
Skyrim - Meshes1.bsa	meshes/_byoh/architecture/byohhouse/interface/byohwrintrfacechimney01.nif	BYOHWRintrfaceChimney01:3	412	401	11
Skyrim - Meshes0.bsa	meshes/actors/character/facegendata/facegeom/skyrim.esm/001034e9.nif	KhajiitMustache02	370	359	11
Skyrim - Meshes0.bsa	meshes/actors/dlc02/spider_poison/characterassets/eggsackpoisonexplosion.nif	Markssackmesh02_frag_06:0	213	202	11
Skyrim - Meshes0.bsa	meshes/architecture/docks/dockcolstr02.nif	DockColStr02:0	173	162	11
Skyrim - Meshes0.bsa	meshes/architecture/docks/dockstepsdown01.nif	DockStepsDown01:0	886	875	11
Skyrim - Meshes0.bsa	meshes/architecture/farmhouse/farmhouse01.nif	Farmhouse01:5	1122	1111	11
Skyrim - Meshes0.bsa	meshes/architecture/farmhouse/farmhouse04.nif	Farmhouse04:5 - L1_Posts:5 - L2_Ivy:5	2908	2897	11
Skyrim - Meshes0.bsa	meshes/architecture/farmhouse/inn01.nif	Inn01:19	1621	1610	11
Skyrim - Meshes0.bsa	meshes/architecture/highhrothgar/hhlgbaylendl.nif	HHLgBayLEndL:3	178	167	11
Skyrim - Meshes0.bsa	meshes/architecture/highhrothgar/hhlgbaylendr.nif	HHLgBayLEndR:13	247	236	11
Skyrim - Meshes0.bsa	meshes/architecture/highhrothgar/hhlgbayr01.nif	HHLgBayR01:13	484	473	11
Skyrim - Meshes0.bsa	meshes/architecture/highhrothgar/hhlgbayrangle.nif	HHLgBayRAngle:3	249	238	11
Skyrim - Meshes0.bsa	meshes/architecture/highhrothgar/hhlgbayrangle.nif	HHLgBayRAngle:1	149	138	11
Skyrim - Meshes0.bsa	meshes/architecture/highhrothgar/hhlgbayrendr.nif	HHLgBayREndR:13	247	236	11
Skyrim - Meshes0.bsa	meshes/architecture/highhrothgar/hhlgbaysm02.nif	HHLgBaySm02:1	349	338	11
Skyrim - Meshes0.bsa	meshes/architecture/highhrothgar/hhmainhallfe01.nif	HHMainHallFE01:2	125	114	11
Skyrim - Meshes0.bsa	meshes/architecture/highhrothgar/hhmainhallfe02.nif	HHMainHallFE02:2	128	117	11
Skyrim - Meshes0.bsa	meshes/architecture/highhrothgar/highhrothgarentrance01.nif	HHMainTower01:6	854	843	11
Skyrim - Meshes0.bsa	meshes/architecture/highhrothgar/highhrothgartower01.nif	HHMainEntrance09:0	984	973	11
Skyrim - Meshes0.bsa	meshes/architecture/markarth/mrkdockside01.nif	MrkDockside01:56	925	914	11
Skyrim - Meshes0.bsa	meshes/architecture/markarth/mrkdockside01.nif	MrkDockside01:55	1134	1123	11
Skyrim - Meshes0.bsa	meshes/architecture/riften/interior/smallroomsecond/rifrmsmsecondcorinlhalf01.nif	RifRmSmSecondCorInLHalf01:38	78	67	11
Skyrim - Meshes0.bsa	meshes/architecture/riften/interior/smallroomsecond/rifrmsmsecondcorinrhalf01.nif	RifRmSmSecondCorInRHalf01:38	78	67	11
Skyrim - Meshes0.bsa	meshes/architecture/riften/interior/smallroomsecond/rifrmsmsecondcorinrhalf01.nif	RifRmSmSecondCorInRHalf01:22	132	121	11
Skyrim - Meshes0.bsa	meshes/architecture/riften/interior/smallroomsingle/rifrmsmsinglecorinlhalf01.nif	RifRmSmSingleCorInLHalf01:38	78	67	11
Skyrim - Meshes0.bsa	meshes/architecture/riften/interior/smallroomsingle/rifrmsmsinglecorinrhalf01.nif	RifRmSmSingleCorInRHalf01:38	78	67	11
Skyrim - Meshes0.bsa	meshes/architecture/riften/interior/smallroomsingle/rifrmsmsinglecorinrhalf01.nif	RifRmSmSingleCorInRHalf01:2	132	121	11
Skyrim - Meshes0.bsa	meshes/architecture/riften/riftenkeepdoor01.nif	RightDoor:22	298	287	11
Skyrim - Meshes0.bsa	meshes/architecture/riften/rtcanalsl02.nif	RTCanalsL02:20	128	117	11
Skyrim - Meshes0.bsa	meshes/architecture/riften/rtcanalsr01.nif	RTCanalsR01:1	1646	1635	11
Skyrim - Meshes0.bsa	meshes/architecture/riften/rtwarehouse01city.nif	RTWarehouse01City:0	876	865	11
Skyrim - Meshes0.bsa	meshes/architecture/solitude/cwtower01.nif	Stepsss:35	97	86	11
Skyrim - Meshes0.bsa	meshes/architecture/solitude/farms/sfarmporch03.nif	SFarmPorch03:1	834	823	11
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/slgcstaspiral01.nif	tall wall:2	389	378	11
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/slgfcolsol01.nif	SLgFColSol01:26	334	323	11
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/slgfwalint01.nif	SLgFWalInt01:25	69	58	11
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/slggceisol01.nif	SLgGCeiSol01:5	115	104	11
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/slggceisol04.nif	SLgGCeiSol04:5	115	104	11
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/slgshadowssol01.nif	SLgShadowsSol01:5	38	27	11
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdastasol01.nif	XXXXXX15:1	129	118	11
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdastasol01.nif	XXXXXX14:1	128	117	11
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdastasol01.nif	SMdCWallInt03:1	163	152	11
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdastasol01.nif	XX01:1	98	87	11
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdastasol01.nif	SMdCStaWal02:1	128	117	11
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdastasol02.nif	XXXXXX19:1	134	123	11
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdastasol02.nif	XX02:1	105	94	11
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdastasol02.nif	SMdCStaWal03:1	134	123	11
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdastasol02b.nif	XXXXXX23:1	134	123	11
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdastasol02b.nif	XX05:1	105	94	11
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdastasol02b.nif	SMdCStaWal04:1	134	123	11
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdastasol03.nif	edge03 done02:2	69	58	11
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdbdorint02.nif	SMdBDorInt02:4	26	15	11
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdcwalshelf01.nif	SMdCWalShelf01:2	40	29	11
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smddwalkitchen01.nif	SMdDWalKitchen01:10	504	493	11
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smderofsol02.nif	SMdERofSol02:11	524	513	11
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdestasol04.nif	SMdEStaSol04:11	89	78	11
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdestasol06.nif	SMdEStaSol06:13	187	176	11
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdfwalkitchen01.nif	SMdFWalKitchen01:10	493	482	11
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smdfwalsol02.nif	SMdFWalSol02:25	36	25	11
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/smedatomedb.nif	SMedAtoMedB:1	1019	1008	11
Skyrim - Meshes0.bsa	meshes/architecture/solitude/interiors/ssmaflocon01.nif	SSmAFloCon01:1	84	73	11
Skyrim - Meshes0.bsa	meshes/architecture/solitude/sbardscollegerooms.nif	SBardsCollegeRooms:17	468	457	11
Skyrim - Meshes0.bsa	meshes/architecture/solitude/sbryling house.nif	SBryling HouseMesh:4	265	254	11
Skyrim - Meshes0.bsa	meshes/architecture/solitude/scastle.nif	_MossFloor	140	129	11
Skyrim - Meshes0.bsa	meshes/architecture/solitude/scastle.nif	Roof tower:21	2503	2492	11
Skyrim - Meshes0.bsa	meshes/architecture/solitude/scwgate.nif	SCWgate:20	519	508	11
Skyrim - Meshes0.bsa	meshes/architecture/solitude/scwgate.nif	Stepsss01:35	97	86	11
Skyrim - Meshes0.bsa	meshes/architecture/solitude/spatiowallstairs01.nif	SPatioWallStairs01:3	271	260	11
Skyrim - Meshes0.bsa	meshes/architecture/solitude/svittoriavicihouse.nif	SVittoria Vici HouseMesh:11	1268	1257	11
Skyrim - Meshes0.bsa	meshes/architecture/solitude/svittoriavicihousedestroyed.nif	SVittoria Vici HouseMesh:11	1268	1257	11
Skyrim - Meshes0.bsa	meshes/architecture/sovengarde/sovngardeinterior/sovintcolumn02.nif	SovIntColumnPiece:10	424	413	11
Skyrim - Meshes0.bsa	meshes/architecture/sovengarde/sovngardeinterior/sovintstairsmain01.nif	SOVintStairsMain01:14	194	183	11
Skyrim - Meshes0.bsa	meshes/architecture/whiterun/wrbuildings/wrmarketstand03destroyed.nif	WRMarketStand03Destroyed:0	51	40	11
Skyrim - Meshes0.bsa	meshes/architecture/whiterun/wrdoormaingate01.nif	FrontGateDoor06:22	295	284	11
Skyrim - Meshes0.bsa	meshes/architecture/whiterun/wrinteriors/wrdungeon/wrdunintarch768capl.nif	WRDunIntArch768CapL:48	27	16	11
Skyrim - Meshes0.bsa	meshes/architecture/whiterun/wrinteriors/wrintfreewallstr01.nif	WRIntFreeWallStr01:38	138	127	11
Skyrim - Meshes0.bsa	meshes/architecture/whiterun/wrinteriors/wrintfreewallstr01low.nif	WRIntFreeWallStr01Low:2	138	127	11
Skyrim - Meshes0.bsa	meshes/architecture/whiterun/wrinteriors/wrintroofgreymanecustom01.nif	WRIntRoofGreyManeCustom01:36	266	255	11
Skyrim - Meshes0.bsa	meshes/architecture/whiterun/wrinteriors/wrjorvaskr/wrintchcorinr.nif	WRIntCHCorInR:54	811	800	11
Skyrim - Meshes0.bsa	meshes/architecture/whiterun/wrinteriors/wrjorvaskr/wrintchfloorwoodangler.nif	WRIntCHFloorWoodAngleR:48	100	89	11
Skyrim - Meshes0.bsa	meshes/architecture/whiterun/wrinteriors/wrshackinterior/wrshintroofmid01.nif	WRShIntRoofMid01:0	114	103	11
Skyrim - Meshes0.bsa	meshes/architecture/whiterun/wrinteriors/wrtemple/wrtempintpromcustom01.nif	WRTempIntPromCustom01:38	41	30	11
Skyrim - Meshes0.bsa	meshes/architecture/windhelm/interiorkits/gray quarter/whintwoodwallwindowgq01.nif	WHIntWoodWallWindowGQ01:12	81	70	11
Skyrim - Meshes0.bsa	meshes/architecture/windhelm/interiorkits/whintpartitionsecretdoor01.nif	WHIntPartitionSecretDoor01:68	295	284	11
Skyrim - Meshes0.bsa	meshes/architecture/windhelm/interiorkits/wood/whintbasebldgsecondstraight03.nif	WHIntBaseBldgSecondStraight03:40	121	110	11
Skyrim - Meshes0.bsa	meshes/architecture/windhelm/interiorkits/wood/whintwoodwallwindow01.nif	WHIntWoodWallWindow01:12	81	70	11
Skyrim - Meshes0.bsa	meshes/architecture/windhelm/tempassets/whgrayquarter.nif	gqwall1:37	845	834	11
Skyrim - Meshes0.bsa	meshes/architecture/windhelm/tempassets/windhelmtempvmansion1.nif	L2_windhelmtempvmansion1:6	470	459	11
Skyrim - Meshes0.bsa	meshes/architecture/windhelm/whclanshattershield.nif	WHCLanshattershield:6	470	459	11
Skyrim - Meshes0.bsa	meshes/architecture/windhelm/whgrayquarter01.nif	gqwall12:37	845	834	11
Skyrim - Meshes0.bsa	meshes/architecture/windhelm/whmarket04.nif	WHmarket04:23	2141	2130	11
Skyrim - Meshes0.bsa	meshes/architecture/windhelm/whpalace5.nif	WHpalace5:33	4890	4879	11
Skyrim - Meshes0.bsa	meshes/clutter/common/fishingpolecollection01.nif	FishingPoleCollection:1	334	323	11
Skyrim - Meshes0.bsa	meshes/clutter/containers/chest01/chest01.nif	Latch:0	60	49	11
Skyrim - Meshes0.bsa	meshes/clutter/dbhood/dbdoor01.nif	Rim:0	212	201	11
Skyrim - Meshes0.bsa	meshes/clutter/dining set/basicfork01.nif	BasicFork01:0	118	107	11
Skyrim - Meshes0.bsa	meshes/clutter/largerainbarrel01.nif	LargeRainBarrel01:0	3500	3489	11
Skyrim - Meshes0.bsa	meshes/clutter/lumbermill/lumbermillsash01/lumbermillsash01.nif	SawSash:3	146	135	11
Skyrim - Meshes0.bsa	meshes/clutter/ruins/ruinsdragonclaw02.nif	DragonClaw:0	1126	1115	11
Skyrim - Meshes0.bsa	meshes/clutter/ruins/ruinshelfsmallhalf01.nif	RuinShelfSmallHalf01:5	492	481	11
Skyrim - Meshes0.bsa	meshes/clutter/stockade/stockadewallwalkway01.nif	StockadeWallWalkway01:1 - L2_Accessories:1	400	389	11
Skyrim - Meshes0.bsa	meshes/clutter/upperclass/upperchest01.nif	Latch:8	60	49	11
Skyrim - Meshes0.bsa	meshes/dlc01/architecture/dawnguard/dintcornerdoor01.nif	DIntCornerDoor01:2	65	54	11
Skyrim - Meshes0.bsa	meshes/dlc01/architecture/dawnguard/dintcornerstairs01.nif	DIntCornerStairs01:1	2727	2716	11
Skyrim - Meshes0.bsa	meshes/dlc01/architecture/farmhouse/dlc1inndestroyed01.nif	DLC1InnDestroyed01:19	1678	1667	11
Skyrim - Meshes0.bsa	meshes/dlc01/architecture/snowelfruins/dlc01sebf_blastroof.nif	Box03_frag_16:1	635	624	11
Skyrim - Meshes0.bsa	meshes/dlc01/architecture/snowelfruins/dlc01sebf_blastroof.nif	Box03_frag_06:6	18	7	11
Skyrim - Meshes0.bsa	meshes/dlc01/architecture/snowelfruins/dlc01sebf_blastroof.nif	Box03_frag_34:0	445	434	11
Skyrim - Meshes0.bsa	meshes/dlc01/architecture/snowelfruins/dlc01sebf_blastroof.nif	Box03_frag_05:1	100	89	11
Skyrim - Meshes0.bsa	meshes/dlc01/architecture/snowelfruins/dlc01sebf_holedrop01.nif	Plane06_frag_13:0	136	125	11
Skyrim - Meshes0.bsa	meshes/dlc01/architecture/snowelfruins/dlc01sebf_room.nif	Plane14:31	2948	2937	11
Skyrim - Meshes0.bsa	meshes/dlc01/architecture/snowelfruins/dlc1bf_column1_stay.nif	ColumnsBreak_frag_01:0	123	112	11
Skyrim - Meshes0.bsa	meshes/dlc01/architecture/snowelfruins/interior/seruinsrmmid02.nif	SERuinsRmMid02:4	200	189	11
Skyrim - Meshes0.bsa	meshes/dlc01/architecture/snowelfruins/interior/seruinsrmpartition01endcap01.nif	SERuinsRmPartition01Endcap01:4	323	312	11
Skyrim - Meshes0.bsa	meshes/dlc01/clutter/largerainbarrel_blood01.nif	LargeRainBarrel_Blood01:0	3500	3489	11
Skyrim - Meshes0.bsa	meshes/dlc01/clutter/largerainbarrel_blood02.nif	LargeRainBarrel_Blood02:0	3502	3491	11
Skyrim - Meshes0.bsa	meshes/dlc01/dungeons/darkfalmercaveg/caveglroomcorner03_darkfalmer.nif	CaveGLRoomCorner03_DarkFalmer:3	481	470	11
Skyrim - Meshes0.bsa	meshes/dlc01/effects/dlc1charusfrozeawakeexplosion.nif	DLC1Falmer_VampFrozenExplosion01_frag_41:0	113	102	11
Skyrim - Meshes0.bsa	meshes/dlc01/effects/dlc1falmerfrozeawakeexplosion.nif	DLC1Falmer_VampFrozenExplosion01_frag_41:0	113	102	11
Skyrim - Meshes0.bsa	meshes/dlc01/interface/intvampireperkskydome.nif	Panarama05	1084	1073	11
Skyrim - Meshes0.bsa	meshes/dlc02/architecture/ravenrock/dlc2rrbuilding01.nif	Object05	134	123	11
Skyrim - Meshes0.bsa	meshes/dlc02/architecture/ravenrock/dlc2sharpeningwheelnop.nif	BlacksmithSharpeningWheel01Body:0	542	531	11
Skyrim - Meshes0.bsa	meshes/dlc02/dungeons/apocrypha/stacks/apostackswallstraight01.nif	ApoStacksWallStraight01:3	20	9	11
Skyrim - Meshes0.bsa	meshes/dlc02/dungeons/nordic/norrmbgwallfrontdamhole01.nif	NorRmBgWallFrontDamHole01:12	614	603	11
Skyrim - Meshes0.bsa	meshes/dlc02/furniture/dlc2darkelfbed01.nif	DLC2DarkElfBed01:0	2026	2015	11
Skyrim - Meshes0.bsa	meshes/dlc02/furniture/dlc2darkelfshelf01.nif	DLC2DarkElfShelf01:0	1182	1171	11
Skyrim - Meshes0.bsa	meshes/dungeons/dwemer/clutter/mrkstablesrt01.nif	MrkStablesRt01:25	1284	1273	11
Skyrim - Meshes0.bsa	meshes/dungeons/imperial/clutterkits/impfireplace01.nif	ImpFireplace01:2	1204	1193	11
Skyrim - Meshes0.bsa	meshes/dungeons/nordic/bghalls/norhallbg1way01.nif	NorHallBg1way01:5	765	754	11
Skyrim - Meshes0.bsa	meshes/dungeons/nordic/bghalls/norhallbg1waytocaveg01.nif	NorHallBg1wayToCaveG01:5	765	754	11
Skyrim - Meshes0.bsa	meshes/dungeons/nordic/bghalls/norhallbg1waytomine01.nif	NorHallBg1wayToMine01:5	765	754	11
Skyrim - Meshes0.bsa	meshes/dungeons/nordic/bgrooms/norrmbgcorinl01.nif	NorRmBgCorInL01:10	304	293	11
Skyrim - Meshes0.bsa	meshes/dungeons/nordic/bgrooms/norrmbgwallfrontdam01.nif	NorRmBgWallFrontDam01:12	614	603	11
Skyrim - Meshes0.bsa	meshes/effects/fxsolitudelighthouseglow.nif	BigGLow04:2	144	133	11
Skyrim - Meshes0.bsa	meshes/furniture/clutter/blacksmithsharpeningwheelanimating.nif	BlacksmithSharpeningWheel01Body:0	542	531	11
Skyrim - Meshes0.bsa	meshes/furniture/clutter/milllogpile.nif	SawSash:3	146	135	11
Skyrim - Meshes1.bsa	meshes/furniture/noble/noblechestdrawers01.nif	DoorR03:1	550	539	11
Skyrim - Meshes1.bsa	meshes/furniture/noble/noblechestdrawers02.nif	DoorR02:1	550	539	11
Skyrim - Meshes1.bsa	meshes/furniture/noble/noblecrate03.nif	NobleCrate03:1	702	691	11
Skyrim - Meshes1.bsa	meshes/furniture/noble/noblenighttable01.nif	DoorR04:1	550	539	11
Skyrim - Meshes1.bsa	meshes/furniture/workbenches/alchemyworkbench01.nif	MortarPestel01	235	224	11
Skyrim - Meshes1.bsa	meshes/loadscreenart/loadscreenpotions01.nif	LoadScreenPotions01:0	648	637	11
Skyrim - Meshes1.bsa	meshes/lod/imperial/impexttowershellstairs01_lod.nif	ImpExtTowerShellStairs01_LOD:20	515	504	11
Skyrim - Meshes1.bsa	meshes/lod/imperial/impexttowershelltop01_lod.nif	ImpExtTowerShellTop01_LOD:20	495	484	11
Skyrim - Meshes1.bsa	meshes/lod/imperialice/impexticetowershellstairs01_lod.nif	ImpExtIceTowerShellStairs01_LOD:20	515	504	11
Skyrim - Meshes1.bsa	meshes/lod/imperialice/impexticetowershelltop01_lod.nif	ImpExtIceTowerShellTop01_LOD:20	495	484	11
Skyrim - Meshes1.bsa	meshes/magic/detectlifefxhand01.nif	Circle02:0	84	73	11
Skyrim - Meshes1.bsa	meshes/magic/lightspellstaticlight.nif	Circle06	28	17	11
Skyrim - Meshes1.bsa	meshes/magic/maginvdetectlife.nif	Circle02:1	84	73	11
Skyrim - Meshes1.bsa	meshes/magic/maginvparalyze.nif	Circle02:1	84	73	11
Skyrim - Meshes1.bsa	meshes/_byoh/architecture/byohhouse/byohbyohwrlonghskint01.nif	BYOHBYOHWRlonghsKINT01:15	90	80	10
Skyrim - Meshes1.bsa	meshes/_byoh/architecture/byohhouse/byohbyohwrshackroof01.nif	BYOHBYOHWRshackRoof01:38	208	198	10
Skyrim - Meshes1.bsa	meshes/_byoh/architecture/byohhouse/byohbyohwrshackroof02.nif	BYOHBYOHWRshackRoof02:38	208	198	10
Skyrim - Meshes1.bsa	meshes/_byoh/architecture/byohhouse/byohbyohwrtower1stflwalll01.nif	BYOHBYOHWRtower1stFlWallL01:34	606	596	10
Skyrim - Meshes1.bsa	meshes/_byoh/architecture/byohhouse/byohbyohwrtower2ndflwalll01.nif	BYOHBYOHWRtower2ndFlWallL01:15	70	60	10
Skyrim - Meshes1.bsa	meshes/_byoh/architecture/byohhouse/byohbyohwrtowerlint01.nif	BYOHBYOHWRtowerLINT01:15	70	60	10
Skyrim - Meshes1.bsa	meshes/_byoh/architecture/byohhouse/byohbyohwrtowerrint01.nif	BYOHBYOHWRtowerRINT01:15	70	60	10
Skyrim - Meshes1.bsa	meshes/_byoh/architecture/byohhouse/byohbyohwrtowerroofl01.nif	BYOHBYOHWRtowerRoofL01:39	766	756	10
Skyrim - Meshes1.bsa	meshes/_byoh/architecture/byohhouse/byohbyohwrtowerroofr01.nif	BYOHBYOHWRtowerRoofR01:39	766	756	10
Skyrim - Meshes1.bsa	meshes/_byoh/architecture/byohhouse/fishhatchery/byohfisherybuoy01.nif	BYOHFisheryBuoy01:1	252	242	10
Skyrim - Meshes1.bsa	meshes/_byoh/architecture/byohhouse/fishhatchery/byohfisherybuoy03.nif	BYOHFisheryBuoy03:1	254	244	10
Skyrim - Meshes1.bsa	meshes/_byoh/architecture/byohhouse/interface/byohinterfacenobledesk02.nif	BYOHinterfaceNobleDesk02:1	2789	2779	10
Skyrim - Meshes0.bsa	meshes/actors/horse/character assets/harness.nif	HorseHarness	1998	1988	10
Skyrim - Meshes0.bsa	meshes/architecture/farmhouse/farmhouse05destroyed01.nif	Farmhouse05Destroyed01:6	1271	1261	10
Skyrim - Meshes0.bsa	meshes/architecture/farmhouse/interior/farmint2end03.nif	FarmInt2End03:19	273	263	10
Skyrim - Meshes0.bsa	meshes/architecture/farmhouse/interior/farmintinnend04.nif	FarmIntInnEnd04:6	306	296	10
Skyrim - Meshes0.bsa	meshes/architecture/farmhouse/walkway/walkway01.nif	Walkway01:5	418	408	10
Skyrim - Meshes0.bsa	meshes/architecture/farmhouse/walkway/walkwayfull03.nif	WalkwayFull03:5	946	936	10
Skyrim - Meshes0.bsa	meshes/architecture/highhrothgar/hhmainhallfe01.nif	HHMainHallFE01:7	84	74	10
Skyrim - Meshes0.bsa	meshes/architecture/highhrothgar/hhmainhalllgbaycon02.nif	HHMainHallLgBayCon02:16	102	92	10
Skyrim - Meshes0.bsa	meshes/architecture/highhrothgar/highhrothgartower01.nif	HHMainTower01:2	610	600	10
Skyrim - Meshes0.bsa	meshes/architecture/markarth/mrkdocksideplatforms02.nif	MrkDocksidePlatforms02:1	3063	3053	10
Skyrim - Meshes0.bsa	meshes/architecture/markarth/mrkdoor02.nif	SpecialDoorR:10	687	677	10
Skyrim - Meshes0.bsa	meshes/architecture/markarth/mrkfrontwallmain01.nif	MrkFrontWallMain01:55	3783	3773	10
Skyrim - Meshes0.bsa	meshes/architecture/markarth/mrkfrontwallmain02ext.nif	MrkFrontWallMain02Ext:55	1530	1520	10
Skyrim - Meshes0.bsa	meshes/architecture/markarth/mrkthrone4keep01.nif	Mesh02:11	88	78	10
Skyrim - Meshes0.bsa	meshes/architecture/markarth/mrkwallsm01.nif	MrkWallSm01:48	494	484	10
Skyrim - Meshes0.bsa	meshes/architecture/orclonghouse/orclonghouseinterioreastwing01.nif	OrcLonghouseInteriorEastWing01:3	1220	1210	10
Skyrim - Meshes0.bsa	meshes/architecture/orclonghouse/orclonghouseinteriorwestwing01.nif	OrcLonghouseInteriorWestWing01:3	1220	1210	10
Skyrim - Meshes0.bsa	meshes/architecture/riften/docks/rtdockbldstr01.nif	RTDockBldStr01:12	416	406	10
Skyrim - Meshes0.bsa	meshes/architecture/riften/docks/rtdockbldstrstairst01.nif	RTDockBldStrStairsT01:12	1184	1174	10
Skyrim - Meshes0.bsa	meshes/architecture/riften/interior/bigroomkeep/rifrmbgkeepcorin01.nif	RifRmBgKeepCorIn01:20	478	468	10
Skyrim - Meshes0.bsa	meshes/architecture/riften/interior/bigroomkeep/rifrmbgkeepcorin01.nif	RifRmBgKeepCorIn01:12	292	282	10
Skyrim - Meshes0.bsa	meshes/architecture/riften/interior/smallroombasement/rifrmsmbasecorincrypt01a.nif	RifRmSmBaseCorInCrypt01A:11	460	450	10
Skyrim - Meshes0.bsa	meshes/architecture/riften/interior/smallroomfirst/rifrmsmfirstcorinangle01.nif	RifRmSmFirstCorInAngle01:38	60	50	10
Skyrim - Meshes0.bsa	meshes/architecture/riften/interior/smallroomfirst/rifrmsmpartitiondoorfirst01.nif	RifRmSmPartitionDoorFirst01:1	539	529	10
Skyrim - Meshes0.bsa	meshes/architecture/riften/interior/smallroomkeep/rifrmsmpartitiondoorkeep01.nif	RifRmSmPartitionDoorKeep01:1	539	529	10
Skyrim - Meshes0.bsa	meshes/architecture/riften/riftenkeepdoor01.nif	DoorUpper:41	274	264	10
Skyrim - Meshes0.bsa	meshes/architecture/riften/rtcanalsl01lower01.nif	RTCanalsL01Lower01:11 - L2_RTCanalsL01Lower01:11	893	883	10
Skyrim - Meshes0.bsa	meshes/architecture/riften/rtcanalsplazar01inner01.nif	RTCanalsPlazaR01Inner01:1	356	346	10
Skyrim - Meshes0.bsa	meshes/architecture/riften/rtfishery01.nif	RTFishery01:0	61	51	10
Skyrim - Meshes0.bsa	meshes/architecture/riften/rtfishery01city.nif	RTFishery01City:0	60	50	10
Skyrim - Meshes0.bsa	meshes/architecture/riften/rtlandl01.nif	RTLandL01:36	167	157	10
Skyrim - Meshes0.bsa	meshes/architecture/riften/rtlandl01.nif	RTLandL01:14	347	337	10
